Pathway,Count
Phloem parenchyma cell,5
Photophore,9
Photoreceptor cell,40
Phrenic nerve,17
Pinealocyte,7
Placental membrane,6
Planktonic cell,21
Plant candle,7
Plant crown,6
Plant cuticle,10
Plant embryo,62
Plant scale,7
Plant vessel,7
Plantlet,19
Pleomorphic adenoma cell,8
Pleopod,8
Pleura,10
Pleural ganglion,8
Plume,14
Podocyte,17
Polar cell,9
Pollen,66
Pollen mother cell,14
Pollen tube,20
Porcine aortic endothelial cell,6
Portal vein,24
Posterior cingulate cortex,5
Posterior midgut,15
Posterior pharynx,7
Posterior silk gland,6
Ppes,8
Preadipocyte cell line,12
Preosteoblast,31
Preosteoclast,14
Prepupa,11
Preputial gland,12
Primary cell line,8
Primary root,20
Primary spermatocyte,11
Primitive endoderm,10
Primitive neuroectodermal tumor cell line,5
Primordium,104
Procambium,8
Procyclic form,39
Promastigote,29
Promyelocyte,7
Promyelocytic leukemia cell line,5
Pronephric tubule,13
Prostasome,5
Prostate gland cancer cell,123
Prostate gland intraepithelial neoplasia cell line,7
Prostomium,5
Protonema,9
Protoxylem,8
Proventriculus,11
Psammoma body,10
Psmb,19
Pt-K1 cell,13
Pt-K2 cell,15
Pterygium,10
Pulmonary vein,16
Pulp,36
Pulvinar,5
Pulvinus,6
Pupal wing,7
Pyloric cecum,11
Pyloric region,7
Pyloric stomach,7
RAJI cell,17
RAMOS cell,6
RBL-1 cell,8
RBL-2H3 cell,6
RCC 786-O cell,7
RGC-5 cell,9
RINm5F cell,5
RK-13 cell,8
RKO cell,12
