Pathway,Count
GTEX-WHSB-1826-SM-3TW8M muscle male 50-59 years,867
GTEX-OHPM-1626-SM-2HMK4 muscle male 50-59 years,1130
GTEX-SNOS-1526-SM-32PLW muscle male 40-49 years,1068
GTEX-U3ZM-1226-SM-3DB9G muscle male 40-49 years,1072
GTEX-UJHI-1726-SM-3DB9B muscle female 50-59 years,1050
GTEX-WXYG-2526-SM-3NB3F muscle female 50-59 years,1189
GTEX-XUJ4-2626-SM-4BOQ3 muscle female 60-69 years,1104
GTEX-S4P3-1626-SM-3K2AZ muscle female 50-59 years,903
GTEX-QV31-1426-SM-2S1QD muscle male 30-39 years,848
GTEX-W5WG-1926-SM-4KKZK muscle female 50-59 years,954
GTEX-XPVG-2526-SM-4B66D muscle male 50-59 years,990
GTEX-WFON-2326-SM-3LK7M muscle male 40-49 years,990
GTEX-WY7C-2526-SM-3NB2N muscle male 50-59 years,1291
GTEX-T5JW-1826-SM-3GAE1 muscle female 20-29 years,1025
GTEX-S95S-1426-SM-2XCDM muscle male 60-69 years,786
GTEX-T8EM-1326-SM-3DB7G muscle male 40-49 years,997
GTEX-TMMY-0426-SM-33HBB muscle female 40-49 years,1055
GTEX-RM2N-1626-SM-2TF5N muscle male 50-59 years,1158
GTEX-RWS6-2126-SM-2XCAV muscle female 60-69 years,841
GTEX-QEL4-0626-SM-3GIJM muscle male 50-59 years,881
GTEX-WRHK-1626-SM-3MJFH muscle female 20-29 years,904
GTEX-OXRL-1626-SM-2YUMU muscle male 50-59 years,1071
GTEX-QCQG-2126-SM-2S1P8 muscle female 50-59 years,1005
GTEX-PLZ6-1526-SM-2S1OC muscle male 30-39 years,1028
GTEX-S341-1826-SM-3K2AB muscle female 40-49 years,1150
GTEX-S4Z8-1826-SM-3K2BH muscle male 60-69 years,945
GTEX-SUCS-1626-SM-32PLS muscle male 70-79 years,914
GTEX-OHPL-1626-SM-2HMIR muscle female 60-69 years,804
GTEX-Q2AH-1826-SM-2S1Q2 muscle male 40-49 years,823
GTEX-U8T8-1426-SM-3DB9H muscle male 60-69 years,926
GTEX-QEG5-0426-SM-2I5GJ muscle male 20-29 years,910
GTEX-X4XY-0626-SM-4E3IN muscle male 60-69 years,824
GTEX-U8XE-0726-SM-3DB8O muscle male 30-39 years,1025
GTEX-X261-0326-SM-3NMD4 muscle male 50-59 years,1198
GTEX-NPJ8-1626-SM-2HMIY muscle male 40-49 years,1131
GTEX-XQ8I-0626-SM-4BOPT muscle male 50-59 years,1209
GTEX-O5YV-2026-SM-2D7VS muscle female 60-69 years,906
GTEX-P4QR-0726-SM-2I5GO muscle male 60-69 years,1129
GTEX-XUW1-0826-SM-4BOP6 muscle female 50-59 years,907
GTEX-PLZ4-0926-SM-2S1OI muscle female 50-59 years,932
GTEX-PSDG-0426-SM-2S1OF muscle male 50-59 years,965
GTEX-P44H-0426-SM-2XCEZ muscle male 40-49 years,1189
GTEX-SN8G-0326-SM-32PLG muscle female 50-59 years,1068
GTEX-S32W-2326-SM-2XCAW muscle female 50-59 years,1074
GTEX-TSE9-0526-SM-3DB7Z muscle female 60-69 years,930
GTEX-X8HC-0526-SM-4E3JA muscle female 50-59 years,877
GTEX-PWOO-2326-SM-2S1PQ muscle female 40-49 years,997
GTEX-RU72-1326-SM-2TF6T muscle female 50-59 years,1010
GTEX-QV44-2026-SM-2S1RD muscle male 50-59 years,1290
GTEX-P78B-1626-SM-2S1O1 muscle female 40-49 years,1235
GTEX-PX3G-1626-SM-2S1PT muscle female 20-29 years,1213
GTEX-Q734-2026-SM-3GADA muscle female 40-49 years,1172
GTEX-VJWN-0426-SM-3GIJI muscle female 50-59 years,1110
GTEX-UTHO-0726-SM-3GAEN muscle male 60-69 years,1214
GTEX-WOFM-1326-SM-3MJFR muscle male 20-29 years,1183
GTEX-XPT6-2026-SM-4B64V muscle male 20-29 years,1255
