Pathway,Count
Basophil:Peripheral Blood,7
Basophil:Umbilical Cord Blood,99
Eosinophil:Blood,14
Circulating Fetal cell:Peripheral Blood,93
Myeloid-derived Suppressor cell:Blood,99
Myeloid-derived Suppressor cell:Liver,99
Sertoli cell:Undefined,13
T Helper17 (Th17) cell:Undefined,31
Naive T cell:Umbilical Cord Blood,97
Mesenchymal Stromal cell:Umbilical Cord Blood,5
Hematopoietic cell:Undefined,98
Endothelial cell:Brain,8
M1 macrophage:Brain,97
M2 macrophage:Brain,100
Oligodendrocyte Progenitor cell:Brain,101
Stem cell:Brain,5
Endothelial cell:White Adipose Tissue,100
Mesenchymal Stem cell:Brown Adipose Tissue,102
Mesenchymal Stem cell:White Adipose Tissue,80
Stem cell:Adipose Tissue,10
Macrophage:Adipose Tissue,5
Macrophage:Visceral Adipose Tissue,99
Stromal cell:Adipose Tissue,5
Pericyte:Adipose Tissue,7
Endothelial Progenitor cell:Adipose Tissue,100
Mesothelial cell:Undefined,99
Mesothelial cell:Lung,100
Cancer cell:Lung,101
Clara cell:Lung,90
Dendritic cell:Lung,8
Memory B cell:Liver,98
B cell:Fetal Liver,102
Astrocyte:Brain,164
T Helper1 (Th1) cell:Brain,97
T Helper2 (Th2) cell:Brain,101
T Helper17 (Th17) cell:Brain,97
Regulatory T (Treg) cell:Brain,100
Glutamatergic neuron:Brain,99
Purkinje cell:Brain,96
Pericyte:Brain,98
Neural Stem cell:Hippocampus,99
